ID lead;fonte do lead;status atual;scoring;engagement score;data de criação;data de conversão
658220;Orgânico;Apresentação;80;0;29/07/2016 05:37;29/07/2016 05:50
658203;Orgânico;Qualificado;80;30;29/07/2016 04:59;30/07/2016 03:32
658193;Indicação;Fechado;30;0;29/07/2016 04:44;
658188;Google;Amostras;70;0;29/07/2016 03:02;29/07/2016 03:02
658178;Orgânico;Amostras;60;0;29/07/2016 01:52;29/07/2016 01:55
658071;Google;Amostras;80;0;28/07/2016 17:34;28/07/2016 17:37
658063;Orgânico;Apresentação;215;0;28/07/2016 17:24;28/07/2016 17:32
658017;Orgânico;Apresentação;190;0;28/07/2016 16:29;28/07/2016 16:41
657995;Orgânico;Amostras;290;0;28/07/2016 16:11;28/07/2016 16:14
657971;google;Apresentação;130;0;28/07/2016 15:52;28/07/2016 15:52
657941;Orgânico;Qualificado;80;30;28/07/2016 15:21;28/07/2016 15:28
657905;Google;Qualificado;120;60;28/07/2016 14:53;28/07/2016 14:57
657899;Orgânico;Apresentação;190;0;28/07/2016 14:48;28/07/2016 15:08
657887;Orgânico;Apresentação;110;0;28/07/2016 14:33;28/07/2016 14:34
657879;Google;Apresentação;80;0;28/07/2016 14:27;28/07/2016 14:29
657821;Google;Amostras;60;0;28/07/2016 13:26;28/07/2016 13:26
657803;Google;Apresentação;100;0;28/07/2016 13:06;28/07/2016 13:12
657754;Google;Apresentação;85;0;28/07/2016 12:17;28/07/2016 12:20
657741;Orgânico;Qualificado;60;10;28/07/2016 12:06;28/07/2016 12:28
657703;Google;Apresentação;90;0;28/07/2016 11:33;28/07/2016 11:40
657697;Google;Apresentação;95;0;28/07/2016 11:32;28/07/2016 11:33
657676;Orgânico;Amostras;210;0;28/07/2016 11:22;28/07/2016 11:30
657611;Indicação;Qualificado;0;0;28/07/2016 10:40;
657609;Orgânico;Qualificado;70;20;28/07/2016 10:39;28/07/2016 11:48
657590;Indicação;Qualificado;0;0;28/07/2016 10:23;
657586;Indicação;Qualificado;10;10;28/07/2016 10:22;
657510;Google;Apresentação;90;0;28/07/2016 09:17;28/07/2016 09:36
657502;Google;Apresentação;100;0;28/07/2016 09:10;28/07/2016 09:20
657500;Orgânico;Apresentação;100;0;28/07/2016 09:07;28/07/2016 09:24
657480;Google;Apresentação;60;0;28/07/2016 08:57;28/07/2016 09:16
657477;Google;Qualificado;95;30;28/07/2016 08:56;28/07/2016 09:01
657470;Orgânico;Apresentação;130;0;28/07/2016 08:50;28/07/2016 08:53
657426;google;Apresentação;110;0;28/07/2016 08:18;28/07/2016 08:18
657421;Google;Amostras;115;0;28/07/2016 08:15;28/07/2016 08:18
657390;Google;Amostras;145;0;28/07/2016 07:53;28/07/2016 07:54
657388;Orgânico;Apresentação;60;0;28/07/2016 07:51;28/07/2016 08:38
657379;Orgânico;Qualificado;130;60;28/07/2016 07:43;28/07/2016 08:27
657356;Google;Apresentação;150;0;28/07/2016 07:29;28/07/2016 07:35
657318;Google;Apresentação;80;0;28/07/2016 07:04;28/07/2016 07:08
657311;Google;Apresentação;182;0;28/07/2016 07:01;28/07/2016 07:36
657302;Orgânico;Apresentação;135;0;28/07/2016 06:57;28/07/2016 07:57
657267;Orgânico;Apresentação;100;0;28/07/2016 06:32;28/07/2016 06:35
657247;Indicação;Qualificado;0;0;28/07/2016 06:21;
657225;Google;Qualificado;90;30;28/07/2016 06:04;28/07/2016 06:06
657220;Google;Apresentação;185;0;28/07/2016 06:02;28/07/2016 06:11
657186;Google;Apresentação;215;0;28/07/2016 05:46;28/07/2016 05:57
657174;Google;Qualificado;145;90;28/07/2016 05:39;28/07/2016 06:48
657148;Orgânico;Qualificado;70;20;28/07/2016 05:20;28/07/2016 05:28
657142;Google;Apresentação;120;0;28/07/2016 05:13;28/07/2016 08:41
657139;Google;Qualificado;105;40;28/07/2016 05:10;28/07/2016 05:14
657138;Google;Apresentação;150;0;28/07/2016 05:07;28/07/2016 05:20
657123;Google;Apresentação;100;0;28/07/2016 04:54;28/07/2016 04:54
657101;Orgânico;Apresentação;120;0;28/07/2016 04:38;28/07/2016 04:39
657092;Orgânico;Apresentação;185;0;28/07/2016 04:28;28/07/2016 13:11
657077;Google;Amostras;105;0;28/07/2016 04:18;28/07/2016 04:23
657073;Google;Não Elegível;75;0;28/07/2016 04:08;28/07/2016 04:16
657045;Google;Qualificado;140;80;27/07/2016 14:04;27/07/2016 14:09
657033;Google;Qualificado;105;40;27/07/2016 13:56;27/07/2016 13:59
657014;Orgânico;Apresentação;110;0;27/07/2016 13:40;27/07/2016 13:45
656976;Google;Apresentação;210;0;27/07/2016 13:02;27/07/2016 13:08
656962;Google;Amostras;130;0;27/07/2016 12:48;29/07/2016 05:39
656948;Orgânico;Qualificado;120;70;27/07/2016 12:35;30/07/2016 05:07
656939;Google;Apresentação;130;0;27/07/2016 12:31;27/07/2016 12:40
656880;Indicação;Qualificado;0;10;27/07/2016 11:45;
656875;Google;Apresentação;105;0;27/07/2016 11:42;27/07/2016 11:51
656859;Google;Apresentação;155;0;27/07/2016 11:31;27/07/2016 12:00
656833;Google;Não Elegível;80;0;27/07/2016 11:17;27/07/2016 11:48
656789;Google;Apresentação;125;0;27/07/2016 10:54;28/07/2016 07:22
656776;Google;Apresentação;130;0;27/07/2016 10:49;28/07/2016 12:22
656743;Orgânico;Qualificado;360;290;27/07/2016 10:36;27/07/2016 12:23
656723;Google;Amostras;65;0;27/07/2016 10:28;27/07/2016 10:28
656715;Indicação;Qualificado;0;0;27/07/2016 10:24;
656685;Google;Qualificado;55;30;27/07/2016 10:00;
656681;Orgânico;Apresentação;60;0;27/07/2016 09:58;27/07/2016 10:06
656668;Indicação;Fechado;45;0;27/07/2016 09:50;
656665;Orgânico;Apresentação;80;0;27/07/2016 09:49;27/07/2016 09:54
656660;Google;Apresentação;70;0;27/07/2016 09:42;27/07/2016 09:55
656589;Google;Apresentação;125;0;27/07/2016 08:49;27/07/2016 08:52
656576;Orgânico;Não Elegível;80;0;27/07/2016 08:43;27/07/2016 08:55
656571;Orgânico;Apresentação;110;0;27/07/2016 08:40;27/07/2016 08:43
656563;Indicação;Qualificado;0;0;27/07/2016 08:28;
656516;Indicação;Qualificado;0;0;27/07/2016 07:59;
656511;Google;Qualificado;75;20;27/07/2016 07:55;27/07/2016 07:56
656504;Google;Apresentação;115;0;27/07/2016 07:50;27/07/2016 07:54
656483;Orgânico;Qualificado;160;10;27/07/2016 07:39;27/07/2016 07:43
656478;Google;Apresentação;85;0;27/07/2016 07:37;27/07/2016 07:41
656469;Orgânico;Qualificado;80;30;27/07/2016 07:32;27/07/2016 08:01
656463;Google;Apresentação;135;0;27/07/2016 07:27;27/07/2016 07:35
656457;Google;Qualificado;60;0;27/07/2016 07:25;27/07/2016 07:25
656412;Orgânico;Apresentação;160;0;27/07/2016 07:00;27/07/2016 07:07
656399;Google;Qualificado;135;70;27/07/2016 06:54;27/07/2016 06:57
656382;Google;Apresentação;210;0;27/07/2016 06:46;27/07/2016 07:05
656378;Google;Apresentação;155;0;27/07/2016 06:44;27/07/2016 07:17
656362;Google;Apresentação;70;0;27/07/2016 06:37;27/07/2016 06:50
656356;Google;Fechado;185;0;27/07/2016 06:32;27/07/2016 07:06
656345;Google;Apresentação;165;0;27/07/2016 06:29;27/07/2016 06:32
656331;Google;Qualificado;160;80;27/07/2016 06:16;27/07/2016 06:28
656327;Google;Apresentação;120;0;27/07/2016 06:12;27/07/2016 06:34
656259;Orgânico;Qualificado;180;90;27/07/2016 05:29;27/07/2016 05:32
656231;Google;Apresentação;100;0;27/07/2016 05:07;27/07/2016 05:19
656213;Orgânico;Qualificado;107;50;27/07/2016 04:55;27/07/2016 05:37
656176;Google;Qualificado;325;220;27/07/2016 04:16;27/07/2016 04:16
656126;Orgânico;Qualificado;120;70;27/07/2016 03:01;27/07/2016 05:22
656120;Google;Apresentação;65;0;27/07/2016 02:53;27/07/2016 02:53
656096;Orgânico;Apresentação;80;0;27/07/2016 01:32;27/07/2016 01:36
656078;Orgânico;Apresentação;70;0;26/07/2016 23:33;26/07/2016 23:38
656036;Orgânico;Apresentação;205;0;26/07/2016 19:51;26/07/2016 19:53
656031;Orgânico;Apresentação;70;0;26/07/2016 19:35;26/07/2016 19:40
656015;Orgânico;Apresentação;110;0;26/07/2016 18:48;26/07/2016 18:52
655953;Google;Apresentação;170;0;26/07/2016 17:36;26/07/2016 17:36
655949;Google;Apresentação;100;0;26/07/2016 17:32;26/07/2016 17:32
655936;Google;Apresentação;70;0;26/07/2016 17:18;26/07/2016 17:20
655889;Orgânico;Amostras;240;0;26/07/2016 16:27;26/07/2016 16:30
655798;Orgânico;Apresentação;100;0;26/07/2016 14:55;26/07/2016 14:56
655793;Google;Qualificado;70;0;26/07/2016 14:52;26/07/2016 14:53
655782;Orgânico;Apresentação;170;0;26/07/2016 14:42;26/07/2016 14:50
655777;Google;Apresentação;215;0;26/07/2016 14:40;26/07/2016 14:44
655772;Orgânico;Apresentação;170;0;26/07/2016 14:36;26/07/2016 14:37
655766;Google;Qualificado;130;40;26/07/2016 14:30;26/07/2016 14:47
655723;Orgânico;Apresentação;120;0;26/07/2016 13:46;26/07/2016 13:52
655694;Orgânico;Apresentação;165;0;26/07/2016 13:22;26/07/2016 13:23
655685;Google;Apresentação;90;0;26/07/2016 13:16;26/07/2016 13:25
655665;Google;Qualificado;135;70;26/07/2016 12:55;26/07/2016 13:01
655661;Orgânico;Amostras;90;0;26/07/2016 12:53;30/07/2016 17:18
655658;Google;Lead Ruim;120;0;26/07/2016 12:50;26/07/2016 13:12
655639;Google;Apresentação;135;0;26/07/2016 12:39;26/07/2016 12:46
655557;Google;Apresentação;85;0;26/07/2016 11:41;26/07/2016 11:45
655552;Indicação;Qualificado;0;0;26/07/2016 11:35;
655522;Indicação;Fechado;70;0;26/07/2016 11:10;
655510;Orgânico;Amostras;80;0;26/07/2016 11:03;26/07/2016 11:12
655496;Google;Qualificado;65;10;26/07/2016 10:56;26/07/2016 10:59
655457;Indicação;Interessado;55;0;26/07/2016 10:31;
655450;Google;Apresentação;70;0;26/07/2016 10:28;26/07/2016 10:45
655429;Google;Apresentação;70;0;26/07/2016 10:17;26/07/2016 10:20
655427;Google;Apresentação;105;0;26/07/2016 10:17;26/07/2016 10:52
655423;Google;Qualificado;125;60;26/07/2016 10:14;26/07/2016 10:17
655405;Google;Apresentação;70;0;26/07/2016 10:04;26/07/2016 10:10
655403;Google;Apresentação;110;0;26/07/2016 10:03;26/07/2016 10:22
655379;Google;Apresentação;115;0;26/07/2016 09:54;26/07/2016 10:09
655375;Google;Qualificado;70;10;26/07/2016 09:53;26/07/2016 09:57
655371;Google;Apresentação;110;0;26/07/2016 09:52;26/07/2016 09:54
655366;Google;Apresentação;60;0;26/07/2016 09:49;26/07/2016 10:19
655360;Orgânico;Apresentação;280;0;26/07/2016 09:42;26/07/2016 09:56
655352;Indicação;Fechado;0;0;26/07/2016 09:37;
655349;Orgânico;Qualificado;160;90;26/07/2016 09:35;26/07/2016 09:36
655342;Orgânico;Apresentação;100;0;26/07/2016 09:33;26/07/2016 10:16
655337;Indicação;Qualificado;50;50;26/07/2016 09:29;
655323;Google;Apresentação;70;0;26/07/2016 09:20;26/07/2016 09:23
655270;Indicação;Fechado;20;0;26/07/2016 08:49;
655241;Google;Apresentação;135;0;26/07/2016 08:27;26/07/2016 08:27
655240;Orgânico;Lead Ruim;115;0;26/07/2016 08:27;26/07/2016 08:53
655227;Google;Apresentação;105;0;26/07/2016 08:14;26/07/2016 08:21
655192;Google;Apresentação;80;0;26/07/2016 07:53;26/07/2016 08:01
655175;Indicação;Qualificado;20;20;26/07/2016 07:44;
655159;Google;Apresentação;125;0;26/07/2016 07:35;26/07/2016 07:48
655140;Google;Apresentação;70;0;26/07/2016 07:24;26/07/2016 07:27
655134;Orgânico;Apresentação;70;0;26/07/2016 07:21;26/07/2016 07:45
655128;Orgânico;Apresentação;125;0;26/07/2016 07:17;26/07/2016 07:33
655125;Google;Apresentação;90;0;26/07/2016 07:16;26/07/2016 07:23
655122;Google;Qualificado;140;90;26/07/2016 07:14;26/07/2016 07:18
655119;Orgânico;Apresentação;185;0;26/07/2016 07:14;26/07/2016 07:29
655091;Orgânico;Amostras;80;0;26/07/2016 07:01;26/07/2016 07:10
655079;Google;Apresentação;80;0;26/07/2016 06:56;26/07/2016 07:23
655077;Google;Apresentação;100;0;26/07/2016 06:54;26/07/2016 07:26
655075;Indicação;Fechado;20;0;26/07/2016 06:53;
655068;Google;Apresentação;110;0;26/07/2016 06:47;26/07/2016 06:49
655065;Google;Apresentação;135;0;26/07/2016 06:45;26/07/2016 06:49
655061;Google;Qualificado;90;40;26/07/2016 06:41;02/08/2016 08:46
655024;Orgânico;Apresentação;125;0;26/07/2016 06:25;31/07/2016 15:06
655021;Google;Apresentação;140;0;26/07/2016 06:22;26/07/2016 06:42
654971;Orgânico;Apresentação;170;0;26/07/2016 05:56;27/07/2016 10:47
654968;Google;Apresentação;100;0;26/07/2016 05:52;26/07/2016 05:54
654955;Google;Apresentação;100;0;26/07/2016 05:45;26/07/2016 05:51
654934;Google;Apresentação;130;0;26/07/2016 05:29;26/07/2016 05:29
654908;Orgânico;Apresentação;80;0;26/07/2016 05:13;26/07/2016 05:25
654894;Orgânico;Qualificado;110;40;26/07/2016 05:03;26/07/2016 05:05
654886;Google;Perdido;225;0;26/07/2016 04:58;26/07/2016 05:48
654869;Google;Qualificado;65;0;26/07/2016 04:45;26/07/2016 04:45
654831;Google;Apresentação;120;0;26/07/2016 04:08;26/07/2016 04:17
654822;Google;Apresentação;70;0;26/07/2016 03:56;26/07/2016 15:00
654809;Orgânico;Apresentação;190;0;26/07/2016 03:37;26/07/2016 03:39
654786;Orgânico;Apresentação;120;0;26/07/2016 03:03;26/07/2016 03:12
654724;Google;Não Elegível;105;0;25/07/2016 19:21;25/07/2016 19:24
654712;Google;Apresentação;75;0;25/07/2016 19:03;25/07/2016 19:18
654703;Orgânico;Apresentação;160;0;25/07/2016 18:46;25/07/2016 18:48
654659;Orgânico;Apresentação;80;0;25/07/2016 17:55;25/07/2016 17:59
654576;Google;Qualificado;80;20;25/07/2016 16:19;25/07/2016 16:24
654574;Orgânico;Apresentação;120;0;25/07/2016 16:18;25/07/2016 16:20
654572;Google;Lead Ruim;60;0;25/07/2016 16:15;25/07/2016 16:16
654525;Orgânico;Qualificado;170;120;25/07/2016 15:37;25/07/2016 15:51
654519;Orgânico;Qualificado;210;140;25/07/2016 15:33;03/08/2016 12:12
654499;Orgânico;Apresentação;100;0;25/07/2016 15:17;25/07/2016 15:24
654492;Orgânico;Qualificado;120;50;25/07/2016 15:13;25/07/2016 15:29
654482;Orgânico;Lead Ruim;60;0;25/07/2016 15:09;25/07/2016 15:11
654479;Google;Apresentação;120;0;25/07/2016 15:08;25/07/2016 15:08
654456;Google;Apresentação;105;0;25/07/2016 14:45;25/07/2016 14:47
654453;Google;Qualificado;60;0;25/07/2016 14:44;25/07/2016 14:44
654441;Google;Qualificado;90;40;25/07/2016 14:37;25/07/2016 14:49
654434;Google;Qualificado;190;120;25/07/2016 14:33;25/07/2016 14:41
654429;Google;Apresentação;80;0;25/07/2016 14:25;25/07/2016 14:28
654415;Google;Apresentação;90;0;25/07/2016 14:18;25/07/2016 14:19
654393;Google;Apresentação;95;0;25/07/2016 14:04;25/07/2016 14:11
654352;Google;Apresentação;125;0;25/07/2016 13:31;25/07/2016 13:36
654342;Orgânico;Apresentação;60;0;25/07/2016 13:19;25/07/2016 13:26
654317;Google;Apresentação;125;0;25/07/2016 13:01;25/07/2016 13:04
654314;Orgânico;Qualificado;100;50;25/07/2016 12:59;25/07/2016 13:17
654291;Google;Apresentação;120;0;25/07/2016 12:43;25/07/2016 12:45
654283;Orgânico;Amostras;155;0;25/07/2016 12:38;25/07/2016 12:56
654278;Orgânico;Lead Ruim;170;0;25/07/2016 12:33;25/07/2016 12:46
654275;Google;Qualificado;135;70;25/07/2016 12:32;28/07/2016 11:30
654254;Orgânico;Apresentação;80;0;25/07/2016 12:20;25/07/2016 12:24
654246;Google;Qualificado;110;60;25/07/2016 12:17;25/07/2016 12:25
654224;Google;Amostras;70;0;25/07/2016 12:00;25/07/2016 12:04
654218;Google;Apresentação;150;0;25/07/2016 11:55;25/07/2016 11:57
654173;Facebook;Qualificado;0;0;25/07/2016 11:48;
654174;Facebook;Apresentação;20;0;25/07/2016 11:48;
654175;Facebook;Apresentação;0;0;25/07/2016 11:48;
654176;Facebook;Apresentação;55;0;25/07/2016 11:48;
654177;Facebook;Apresentação;0;0;25/07/2016 11:48;
654178;Facebook;Apresentação;0;0;25/07/2016 11:48;
654179;Facebook;Apresentação;0;0;25/07/2016 11:48;
654181;Facebook;Apresentação;0;0;25/07/2016 11:48;
654182;Facebook;Apresentação;0;0;25/07/2016 11:48;
654183;Facebook;Apresentação;40;0;25/07/2016 11:48;
654184;Facebook;Amostras;20;0;25/07/2016 11:48;
654185;Facebook;Qualificado;0;0;25/07/2016 11:48;
654186;Facebook;Apresentação;0;0;25/07/2016 11:48;
654187;Facebook;Qualificado;0;0;25/07/2016 11:48;
654188;Facebook;Apresentação;10;0;25/07/2016 11:48;
654189;Facebook;Qualificado;55;30;25/07/2016 11:48;
654190;Facebook;Apresentação;0;0;25/07/2016 11:48;
654191;Facebook;Apresentação;20;0;25/07/2016 11:48;
654192;Facebook;Apresentação;0;0;25/07/2016 11:48;
654170;Indicação;Fechado;165;0;25/07/2016 11:46;
654167;Orgânico;Apresentação;220;0;25/07/2016 11:42;25/07/2016 11:46
654128;Google;Apresentação;90;0;25/07/2016 11:14;25/07/2016 11:15
654115;Google;Qualificado;105;20;25/07/2016 11:03;25/07/2016 11:04
654101;Google;Apresentação;95;0;25/07/2016 10:56;25/07/2016 11:00
654095;Google;Amostras;70;0;25/07/2016 10:53;25/07/2016 10:54
654093;Google;Apresentação;110;0;25/07/2016 10:52;25/07/2016 11:06
654051;Google;Qualificado;184;50;25/07/2016 10:32;25/07/2016 10:33
654040;Google;Apresentação;230;0;25/07/2016 10:26;25/07/2016 10:27
654027;Google;Qualificado;150;80;25/07/2016 10:17;25/07/2016 10:23
654026;Google;Amostras;100;0;25/07/2016 10:17;25/07/2016 10:21
654022;Google;Apresentação;130;0;25/07/2016 10:13;25/07/2016 10:15
